account_id,account_name,region,service,resource_type,resource_id,owner_team,tags_present,public_exposure,encrypted,backup_enabled,utilization_pct,monthly_cost_estimate,home_region
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0087,data,0,0,1,1,86.04,126.51,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0088,security,1,0,1,1,20.76,122.41,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0089,customer-apps,1,0,1,1,22.56,116.28,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0090,internal-tools,1,0,1,1,34.76,117.19,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0091,platform,1,0,1,1,39.27,117.91,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0092,data,1,0,1,1,50.52,131.06,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0093,security,0,0,1,1,52.41,119.74,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0094,customer-apps,1,0,1,1,61.64,124.3,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0095,internal-tools,1,0,1,1,67.54,134.02,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0096,platform,0,0,1,1,72.36,127.31,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0097,data,1,0,1,1,80.68,133.02,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0098,security,0,0,1,1,86.59,123.9,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0099,customer-apps,1,0,1,1,16.58,123.89,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0100,internal-tools,1,0,1,1,26.96,134.12,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0101,platform,1,0,1,1,30.04,124.13,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0102,data,1,0,1,1,38.41,133.36,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0103,security,1,0,1,1,44.4,140.97,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0104,customer-apps,1,0,1,1,56.34,136.91,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0105,internal-tools,1,0,1,1,65.13,136.1,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0106,platform,1,0,1,1,71.64,144.94,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0107,data,1,0,1,1,77.95,132.94,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0108,security,1,0,1,1,85.13,141.53,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0109,customer-apps,0,0,1,1,88.2,135.71,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0110,internal-tools,1,0,1,1,18.11,144.88,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0111,platform,1,0,0,1,27.26,136.14,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0112,data,1,0,1,1,38.24,146.91,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0113,security,1,0,1,1,44.85,134.12,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0114,customer-apps,1,0,1,1,51.03,154.07,us-east-1
100000000000,business-unit-01,us-east-1,EC2,aws_ec2_resource,ec2-01-0115,internal-tools,1,0,1,1,55.35,146.92,us-east-1
100000000000,business-unit-01,ap-southeast-1,S3,aws_s3_resource,s3-01-0116,platform,1,0,1,1,60.76,137.58,us-east-1
100000000000,business-unit-01,us-east-1,RDS,aws_rds_resource,rds-01-0117,data,1,0,1,1,71.43,147.35,us-east-1
100000000000,business-unit-01,ap-southeast-1,Lambda,aws_lambda_resource,lambda-01-0118,security,1,0,1,1,74.02,139.54,us-east-1
100000000000,business-unit-01,us-east-1,EKS,aws_eks_resource,eks-01-0119,customer-apps,0,0,1,1,83.15,152.85,us-east-1
100000000000,business-unit-01,ap-southeast-1,CloudFront,aws_cloudfront_resource,cloudfront-01-0120,internal-tools,1,0,1,1,87.4,145.23,us-east-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0001,data,0,0,1,1,20.03,43.02,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0002,security,1,0,1,1,26.72,33.53,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0003,customer-apps,1,0,1,1,31.08,31.71,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0004,internal-tools,1,0,1,1,43.76,45.81,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0005,platform,1,0,1,1,48.93,35.86,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0006,data,1,0,1,1,53.77,42.12,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0007,security,1,0,1,1,63.25,52.92,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0008,customer-apps,1,0,1,1,71.62,42.41,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0009,internal-tools,1,0,1,1,74.54,52.72,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0010,platform,1,0,1,1,86.1,53.68,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0011,data,1,0,1,1,94.81,51.66,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0012,security,1,0,1,1,18.8,52.55,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0013,customer-apps,1,1,1,1,27.19,61.07,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0014,internal-tools,1,0,1,1,38.95,63.48,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0015,platform,1,0,1,1,42.76,57.69,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0016,data,1,0,1,1,46.41,72.44,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0017,security,1,0,1,1,53.59,59.07,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0018,customer-apps,1,0,1,1,61.19,66.08,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0019,internal-tools,1,0,1,1,73.12,77.81,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0020,platform,1,0,1,1,78.18,81.2,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0021,data,1,0,1,1,88.92,78.42,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0022,security,1,0,1,1,92.88,72.16,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0023,customer-apps,1,0,1,1,24.28,73.48,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0024,internal-tools,0,0,1,1,26.6,81.01,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0025,platform,1,0,1,1,38.66,83.08,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0026,data,1,0,1,1,47.39,89.22,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0027,security,1,0,1,1,54.47,88.89,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0028,customer-apps,1,0,1,1,59.18,81.43,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0029,internal-tools,1,0,1,1,63.46,93.38,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0030,platform,1,0,1,1,70.31,97.77,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0031,data,1,0,1,1,79.0,87.61,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0032,security,1,0,0,1,85.46,89.83,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0033,customer-apps,1,0,1,1,95.69,109.02,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0034,internal-tools,1,0,1,1,28.0,92.8,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0035,platform,1,0,1,1,30.76,112.32,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0036,data,1,0,1,1,35.45,108.7,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0037,security,1,0,0,1,43.78,111.4,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0038,customer-apps,1,0,1,1,53.55,116.27,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0039,internal-tools,1,0,1,1,59.4,108.29,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0040,platform,1,0,1,1,64.59,114.29,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0041,data,1,0,1,1,74.26,114.26,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0042,security,1,0,1,1,77.5,123.13,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0043,customer-apps,1,0,1,1,84.63,128.55,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0044,internal-tools,1,0,1,0,19.59,124.18,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0045,platform,1,0,1,1,25.41,115.86,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0046,data,1,0,1,1,35.94,118.35,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0047,security,1,0,1,1,38.99,128.18,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0048,customer-apps,1,0,1,1,44.19,139.6,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0049,internal-tools,1,0,1,1,52.07,132.16,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0050,platform,1,0,1,1,62.91,132.3,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0051,data,1,0,1,1,70.47,142.41,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0052,security,1,0,1,1,72.26,147.98,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0053,customer-apps,1,0,1,1,78.19,136.9,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0054,internal-tools,1,0,1,1,88.42,141.11,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0055,platform,1,0,1,1,20.58,138.67,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0056,data,1,0,0,1,27.96,143.72,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0057,security,1,0,1,1,35.57,147.91,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0058,customer-apps,1,0,1,1,36.3,157.39,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0059,internal-tools,1,0,1,1,46.52,151.14,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0060,platform,1,0,1,1,55.78,157.1,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0061,data,1,0,1,1,64.75,159.85,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0062,security,1,0,1,1,70.81,155.6,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0063,customer-apps,1,0,1,1,73.53,165.19,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0064,internal-tools,0,0,1,0,84.98,164.62,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0065,platform,1,0,1,1,88.47,166.67,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0066,data,1,0,1,1,22.98,169.88,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0067,security,1,0,0,1,29.37,165.5,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0068,customer-apps,1,0,1,1,34.53,161.58,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0069,internal-tools,1,0,1,1,43.97,166.82,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0070,platform,1,0,1,1,51.3,169.08,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0071,data,1,0,1,1,51.08,184.02,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0072,security,1,0,1,1,63.42,176.83,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0073,customer-apps,1,0,1,1,70.11,175.0,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0074,internal-tools,1,0,1,1,73.59,176.74,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0075,platform,1,0,1,1,83.58,193.85,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0076,data,1,0,1,1,88.36,181.49,eu-west-1
100000000001,business-unit-02,eu-west-1,CloudFront,aws_cloudfront_resource,cloudfront-02-0077,security,1,0,1,1,22.49,178.98,eu-west-1
100000000001,business-unit-02,sa-east-1,EC2,aws_ec2_resource,ec2-02-0078,customer-apps,1,0,1,1,28.85,198.08,eu-west-1
100000000001,business-unit-02,eu-west-1,S3,aws_s3_resource,s3-02-0079,internal-tools,1,0,1,1,35.86,194.73,eu-west-1
100000000001,business-unit-02,sa-east-1,RDS,aws_rds_resource,rds-02-0080,platform,1,0,1,1,43.42,200.77,eu-west-1
100000000001,business-unit-02,eu-west-1,Lambda,aws_lambda_resource,lambda-02-0081,data,1,0,1,1,50.03,198.93,eu-west-1
100000000001,business-unit-02,sa-east-1,EKS,aws_eks_resource,eks-02-0082,security,1,0,1,1,54.47,202.65,eu-west-1
